station,state,river,pH,TDS_mg_L,turbidity_NTU,district,latitude,longitude,code,date
"SONE AT AMLAI, 100 METRE
D/S AFTER MIXING OF ATPS
EFFLUENT, REWA","MADHYA
PRADESH",SONE,7.7,,,,,,3327,2019-06-30
"SONE AT CHITAWAL NEAR
ROAD BRIDGE CHITRANGI,
DIST SINGROULI","MADHYA
PRADESH",SONE,7.2,,,,,,3834,2019-06-30
"SONE ON KACHAN DAM NEAR
IMILYA NORTH COAL MINES
VILL MAJHOULI, DIST
SINGROULI","MADHYA
PRADESH",SONE,7.4,,,,,,3836,2019-06-30
"SONE AT JARWAHI NEAR
ROAD BRIDGE, SHAHDOL","MADHYA
PRADESH",SONE,5.4,,,,,,3846,2019-06-30
"SONE DEORA U/S RIHAND
(M. P.)","MADHYA
PRADESH",SONE,7.6,,,,,,30082,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SONE NEAR BHANVARSEN
ROAD BRIDGE AFTER
CONFLUENCE OF BANAS
RIVER, DIST SIDHI","MADHYA
PRADESH",SONE,7.3,,,,,,3851,2019-06-30
"GOPAD AT NIGARI, SARAI
DIST, SINGROULI","MADHYA
PRADESH",GOPAD,7.1,,,,,,3835,2019-06-30
"GOHAD DAM, GOHAD, M.P","MADHYA
PRADESH",GOHAD,7.2,,,,,,1607,2019-06-30
"KARIYARI U/S BEFORE MIXING
WITH WASTE WATER OF M/S
J.P. CEMENT , REWA","MADHYA
PRADESH",KARIYARI,7.2,,,,,,3313,2019-06-30
"KARIYARI 100 MTR. D/S AFTER
MIXING WITH WASTE WATER
OF M/S J.P. CEMENT, REWA","MADHYA
PRADESH",KARIYARI,7.3,,,,,,3314,2019-06-30
"NEWAJ AT W/S INTAKE POINT,
SHUJALPUR, UJJAIN","MADHYA
PRADESH",NEWAJ,7.3,,,,,,3319,2019-06-30
"NEWAJ AT U/S NEAR W/S
INTAKE POINT, RAJGARH,
GUNA","MADHYA
PRADESH",NEWAJ,7.0,,,,,,3320,2019-06-30
"CHAMLA AT W/S INTAKE
POINT BADNAGAR, UJJAIN","MADHYA
PRADESH",CHAMLA,7.6,,,,,,3310,2019-06-30
"CHOUPAN AT VIJAYPUR U/S
NFL NALLA, GUNA","MADHYA
PRADESH",CHOUPAN,7.2,,,,,,3306,2019-06-30
"CHOUPAN AT VIJAYPUR 100
METRE D/S OF NFL NALLA,
GUNA","MADHYA
PRADESH",CHOUPAN,7.2,,,,,,3307,2019-06-30
"GOUR RIVER BHOGA DOOR,
JABALPUR","MADHYA
PRADESH",GOUR,7.3,,,,,,2100,2019-06-30
"JAMUNI AT BARIYAGHAT U/S
NEAR INTAKE POINT,
TIKAMGARH","MADHYA
PRADESH",JAMUNI,7.2,,,,,,3311,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"JUMAR RIVER AT BIT MESRA,
RANCHI",JHARKHAND,JUMAR,6.5,,,,,,4085,2019-06-30
JUMAR AT KANKE DAM,JHARKHAND,JUMAR,6.5,,,,,,2396,2019-06-30
"KONAR RIVER NEAR SWANG
COAL WASHERY, BOKARO",JHARKHAND,KONAR,7.2,,,,,,3554,2019-06-30
KONAR AT TILAYA DAM,JHARKHAND,KONAR,7.1,,,,,,2388,2019-06-30
KONAR AT KONAR DAM,JHARKHAND,KONAR,7.2,,,,,,2389,2019-06-30
KONAR AT TENUGHAT DAM,JHARKHAND,KONAR,7.4,,,,,,2390,2019-06-30
"GARGA RIVER NEAR
TELMUCHO BRIDGE",JHARKHAND,GARGA,6.2,,,,,,4000,2019-06-30
"NALKARI TRIBUTARY AT
PATRATU",JHARKHAND,NALKARI,6.6,,,,,,2379,2019-06-30
"BOKARO AT ZARANGDIH
BRIDGE",JHARKHAND,BOKARO,7.2,,,,,,2381,2019-06-30
"SANKH AT BOLBA,",JHARKHAND,SANKH,7.1,,,,,,1034,2019-06-30
"DAMODAR D/S BHAIRABI AT
RAJRAPPA",JHARKHAND,DAMODAR,7.2,,,,,,2378,2019-06-30
"DAMODAR RIVER NEAR
ZARANGDIH BRIDGE, BOKARO",JHARKHAND,DAMODAR,7.5,,,,,,3555,2019-06-30
"DAMODAR RIVER NEAR
ROHINI PROJECT, NK AREA,
PO-DAKRA, RANCHI",JHARKHAND,DAMODAR,7.2,,,,,,4083,2019-06-30
"DAMODAR RIVER NEAR
TELMUCHO BRIDGE",JHARKHAND,DAMODAR,7.3,,,,,,3553,2019-06-30
"CONFLUENCE OF BOKARO &
DAMODAR RIVER NEAR
ZARANGDIH BRIDGE,",JHARKHAND,CONFLUENCE,7.4,,,,,,3556,2019-06-30
"DAMODAR RIVER NEAR
BERMO RAILWAY STATION,
BOKARO",JHARKHAND,DAMODAR,7.2,,,,,,3557,2019-06-30
"DAMODAR AT PHUSRO ROAD
BRIDGE",JHARKHAND,DAMODAR,7.4,,,,,,2382,2019-06-30
"DAMODAR AT RAMGARH
ROAD BRIDGE",JHARKHAND,DAMODAR,7.2,,,,,,2380,2019-06-30
"DAMODAR U/S JAMADOBA
WATER WORKS",JHARKHAND,DAMODAR,7.3,,,,,,2383,2019-06-30
"DAMODAR AT DOMGARH
WATER WORKS D/S SINDRI",JHARKHAND,DAMODAR,7.3,,,,,,2384,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
DAMODAR AT PANCHET DAM,JHARKHAND,DAMODAR,7.4,,,,,,2391,2019-06-30
"DAMODAR AT DISHERGARH
VILL.(NR.JHARKHAND-WEST
BENGAL BORDER) ,
BURDWAN,WEST BENGAL",WEST BENGAL,DAMODAR,7.0,,,,,,1331,2019-06-30
"DAMODAR AT D/S OF IISCO
AFTER 3RD OUTFALL AT
DHENNA VILLAGE,
BURDWAN,WEST BENGAL",WEST BENGAL,DAMODAR,7.1,,,,,,1332,2019-06-30
"DAMODAR AT NARAINPUR
AFTER CONFL. OF NUNIA
NALLAH, BURDWAN,WEST
BENGAL",WEST BENGAL,DAMODAR,7.2,,,,,,1333,2019-06-30
"DAMODAR NEAR MUJHER
MANA VILLAGE AFTER CONF.
OF TAmLA NALLAH,
BURDWAN,WEST BENGAL",WEST BENGAL,DAMODAR,7.1,,,,,,1334,2019-06-30
"RIVER DAMODAR AT ANDAL
U/S, BURDWAN",WEST BENGAL,RIVER,7.3,,,,,,10107,2019-06-30
"RIVER DAMODAR AT ANDAL
D/S, BURDWAN",WEST BENGAL,RIVER,7.2,,,,,,10108,2019-06-30
"RIVER DAMODAR AT ASANSOL
U/S, BURDWAN",WEST BENGAL,RIVER,7.4,,,,,,10109,2019-06-30
"RIVER DAMODAR AT
DURGAPUR U/S, BURDWAN",WEST BENGAL,RIVER,7.0,,,,,,10110,2019-06-30
"RIVER DAMODAR AT
RANIGANJ D/S, BURDWAN",WEST BENGAL,RIVER,7.2,,,,,,10111,2019-06-30
"DAMODAR AT WATER INTAKE
POINT FOR BURDWAN TOWN,",WEST BENGAL,DAMODAR,7.3,,,,,,2527,2019-06-30
"CHURNI D/S OF RANAGHAT
TOWN, WEST BENGAL",WEST BENGAL,CHURNI,7.4,,,,,,1764,2019-06-30
"CHURNI, MAJHADIA, NADIA",WEST BENGAL,CHURNI,7.4,,,,,,2518,2019-06-30
"DWARAKESHWAR AT WATER
INTAKE POINT FOR BANKURA
TOWN ON RIVER
DWARAKESHWAR, BANKURA",WEST BENGAL,DWARAKESHWAR,7.1,,,,,,2541,2019-06-30
"U/S OF TARAPITH ON RIVER
DWARKA AT SADHAK BAMDEB
GHAT, BIRBHUM",WEST BENGAL,U,7.1,,,,,,2531,2019-06-30
"D/S OF TARAPITH ON RIVER
DWARKA, SATIGHAT",WEST BENGAL,D,7.2,,,,,,2532,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"BRAHAMPUTRA AT
DIBRUGARH, ASSAM",ASSAM,BRAHAMPUTRA,7.1,,,,,,1030,2019-06-30
"BRAHAMPUTRA AT
NIMATIGHAT, ASSAM",ASSAM,BRAHAMPUTRA,6.8,,,,,,1262,2019-06-30
"BRAHMPUTRA RIVER AT
DHENUKHAPAHAR, ASSAM",ASSAM,BRAHMPUTRA,6.9,,,,,,1526,2019-06-30
"BRAHAMPUTRA AT PANDU,",ASSAM,BRAHAMPUTRA,7.4,,,,,,1031,2019-06-30
"BRAHAMPUTRA AT
JOGIJHOGA NEAR BRIDGE",ASSAM,BRAHAMPUTRA,7.4,,,,,,1299,2019-06-30
"BRAHMPUTRA RIVER NEAR
WATER INTAKE POINT AT
KACHARIGHAT, PANBAZAR,
GUWAHATI, ASSAM",ASSAM,BRAHMPUTRA,7.6,,,,,,2069,2019-06-30
"BRAHMAPUTRA RIVER AT
CHANDRAPUR, GUWAHATI",ASSAM,BRAHMAPUTRA,7.2,,,,,,2064,2019-06-30
"BRAHMPUTRA RIVER AT
SUALKUCHI, DIST. KAMRUP,",ASSAM,BRAHMPUTRA,7.0,,,,,,2067,2019-06-30
"BRAHMAPUTRA RIVER AT
DHUBRI",ASSAM,BRAHMAPUTRA,7.2,,,,,,2066,2019-06-30
"BRAHAMPUTRA RIVER AT
BOGIBEEL BRIDGE, BOGIBEEL,
DIBRUGARH",ASSAM,BRAHAMPUTRA,7.4,,,,,,3781,2019-06-30
"BRAHAMPUTRA RIVER AT
BISWANATH GHAT",ASSAM,BRAHAMPUTRA,7.3,,,,,,4004,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"BURHIDIHING AT
MARGHERITA, ASSAM",ASSAM,BURHIDIHING,7.4,,,,,,1422,2019-06-30
"BURHIDIHING NEAR DULIAJAN
AT D/S, TINSUKIA, ASSAM",ASSAM,BURHIDIHING,7.3,,,,,,2062,2019-06-30
"BURHIDIHING RIVER AT
DULIAJAN (INTAKE POINT OF
OIL INDIA LTD.), ASSAM",ASSAM,BURHIDIHING,7.3,,,,,,2230,2019-06-30
DHANSIRI AT FULL NAGARJAN,NAGALAND,DHANSIRI,7.0,,,,,,1796,2019-06-30
"DHANSIRI AT BRIDGE NEAR
PURANA BAZAAR, NAGALAND",NAGALAND,DHANSIRI,6.8,,,,,,1797,2019-06-30
DHANSIRI AT NUTON BASTI,NAGALAND,DHANSIRI,6.8,,,,,,1800,2019-06-30
"DHANSIRI AT NEAR CHECK
GATE (DIMAPUR KHUTKHUTI
ROAD)",NAGALAND,DHANSIRI,7.0,,,,,,1798,2019-06-30
"DHANSIRI AT GOLAGHAT,
ASSAM",ASSAM,DHANSIRI,6.9,,,,,,1259,2019-06-30
"DHANSIRI AT TOWN
BOUNDARY BRIDGE (DIPHU
ROAD)",NAGALAND,DHANSIRI,7.0,,,,,,1799,2019-06-30
"DHANSIRI AT NAGALAND-
ASSAM BORDER, DIMAPUR",NAGALAND,DHANSIRI,7.2,,,,,,1928,2019-06-30
"DHANSIRI RIVER NEAR BRIDGE
AT NH-15, DHANSIRI
BHALUKMARI JUNGLE,
UDALGURI",ASSAM,DHANSIRI,7.3,,,,,,3764,2019-06-30
"DHANSIRI RIVER AT
JAHAIGHAT",ASSAM,DHANSIRI,6.9,,,,,,3792,2019-06-30
"DIBANG RIVER AT ROING,","ARUNACHAL
PRADESH",DIBANG,7.0,,,,,,3106,2019-06-30
"DIHING RIVER AT MIAO,","ARUNACHAL
PRADESH",DIHING,6.8,,,,,,3107,2019-06-30
"DIKRONG RIVER AT NIRJULI,","ARUNACHAL
PRADESH",DIKRONG,7.0,,,,,,3096,2019-06-30
"DIKRONG RIVER NEAR
BRIDGE AT NH-52,",ASSAM,DIKRONG,7.3,,,,,,3759,2019-06-30
"GAI NADI/ RIVER AT
SOMARAJAN, DHEMAJI",ASSAM,GAI,7.0,,,,,,3786,2019-06-30
"GAI NADI NEAR HSS LIKABALI,","ARUNACHAL
PRADESH",GAI,7.1,,,,,,3105,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"DIGARU RIVER AT NH
CROSSING",ASSAM,DIGARU,6.7,,,,,,3807,2019-06-30
"DIGBOI RIVER AT LAKHIPATHE,
RESERVE FOREST, DIGBOI,
ASSAM",ASSAM,DIGBOI,6.9,,,,,,1530,2019-06-30
"DIKHOW RIVER AT DIKHOW
BRIDGE SIVASAGAR, ASSAM",ASSAM,DIKHOW,6.9,,,,,,2231,2019-06-30
"DIKHOW RIVER AT NAGINI
MORA (INTER-STATE
BOUNDARIES, ASSAM-
NAGALAND)",ASSAM,DIKHOW,6.7,,,,,,3776,2019-06-30
"DIKHOW RIVER AT
DIKHOMUKH CONFLUENCE
WITH BRAHAMPUTRA",ASSAM,DIKHOW,7.0,,,,,,3778,2019-06-30
"DIPLAI BEEL AT SILGARA,
KOKRAJHAR",ASSAM,DIPLAI,6.6,,,,,,3821,2019-06-30
"DISANG AT GUNDAMGHAT,",ASSAM,DISANG,6.7,,,,,,1298,2019-06-30
"DISANG RIVER AT DILLIGHAT,
DIBRUGARH",ASSAM,DISANG,7.0,,,,,,2058,2019-06-30
"DISANG RIVER AT NH
CROSSING",ASSAM,DISANG,3.6,,,,,,4005,2019-06-30
"GABHARU RIVER NEAR
BRIDGE AT NH-52, NEAR
TUMIUKI, SONITPUR",ASSAM,GABHARU,7.5,,,,,,3763,2019-06-30
"LONGALAI RIVER NEAR
CALCOM CEMENT PLANT",ASSAM,LONGALAI,6.7,,,,,,4010,2019-06-30
"TOCKLAI RIVER NEAR BRIDGE
AT JORHAT",ASSAM,TOCKLAI,6.8,,,,,,4011,2019-06-30
TUNIA RIVER AT D/S BRPL,ASSAM,TUNIA,7.0,,,,,,4012,2019-06-30
"LARSING RIVER NEAR LOCL
DEPO AT MOINARBOND",ASSAM,LARSING,7.1,,,,,,4329,2019-06-30
"DOWNSTREAM OF
DHATESHWARI RIVER AT
HAILAKANDI",ASSAM,DOWNSTREAM,6.4,,,,,,4331,2019-06-30
"DEMOW RIVER DEMOW
TOWN",ASSAM,DEMOW,7.1,,,,,,4332,2019-06-30
"BORSILA RIVER AT BORSILA,
DEOPANI, NAMTI",ASSAM,BORSILA,7.0,,,,,,4336,2019-06-30
"BARNADI RIVER NEAR BRIDGE,
NH-52, DUMUNICHOWKI
KAMRUP",ASSAM,BARNADI,7.1,,,,,,4341,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"BARALIA RIVER (NEAR
CHATPUJA GHAT) RANGIA,
KAMRUP (R )",ASSAM,BARALIA,6.8,,,,,,4342,2019-06-30
"BURADIA RIVER (NEAR BRIDGE
ALONG NH-31) NALBARI",ASSAM,BURADIA,7.4,,,,,,4343,2019-06-30
"TIHU RIVER (NEAR BRIDGE
ALONG NH-31) TIHU, NALBARI",ASSAM,TIHU,7.5,,,,,,4344,2019-06-30
"SINGRA RIVER (NEAR BRIDGE
ALONG NH-37) BOKO,
KAMRUP (R )",ASSAM,SINGRA,7.1,,,,,,4345,2019-06-30
"DAMRING RIVER (KRISHNEI
RIVER) AT RESUBELPARA",MEGHALAYA,DAMRING,6.8,,,,,,3380,2019-06-30
"MANDA RIVER (DUDHAI
RIVER) AT JAMPA,",MEGHALAYA,MANDA,5.9,,,,,,3381,2019-06-30
"MANDA RIVER (DUDHAI
RIVER) AT WAGAISI",MEGHALAYA,MANDA,6.8,,,,,,3382,2019-06-30
"DIKCHU B/c WITH TEESTA
NEAR NHPC HYDROELECTRIC
POWER PROJECT",SIKKIM,DIKCHU,6.5,,,,,,1802,2019-06-30
DZU D/S KOHIMA TOWN,NAGALAND,DZU,7.6,,,,,,1930,2019-06-30
"CHATHE AT MEDZIPHEMA,
DIMAPUR",NAGALAND,CHATHE,7.3,,,,,,1929,2019-06-30
"CHATHE RIVER NEAR
CHRISTIAN INSTITUTE OF
HEALTH SCIENCES AND
RESEARCH (CIHSR), DIMAPUR",NAGALAND,CHATHE,7.5,,,,,,2888,2019-06-30
DZUCHA RU IN KOHIMA,NAGALAND,DZUCHA,7.4,,,,,,2891,2019-06-30
DZUNA RU IN KOHIMA,NAGALAND,DZUNA,7.0,,,,,,2889,2019-06-30
"DZUNA RU IN KOHIMA,
ADJOINING THE NEW KOHIMA
MUNICIPAL COUNCIL SOLID
WASTE MANAGEMENT SITE,",NAGALAND,DZUNA,7.3,,,,,,2892,2019-06-30
"DZUNA RU (CONFLUENCE OF
DZUCHA & DZUNA RU) IN
KOHIMA",NAGALAND,DZUNA,7.4,,,,,,2893,2019-06-30
"RIVER TORSA D/S OF
GHUGHUMARI",WEST BENGAL,RIVER,7.1,,,,,,4719,2019-06-30
RIVER TORSA AT HASIMARA,WEST BENGAL,RIVER,6.2,,,,,,4724,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"MAHI (D/S) CONF WITH R.
CHAP (UNDER SAGWARA-
SARHI RD. BDG.), RAJASTHAN",RAJASTHAN,MAHI,7.9,,,,,,1232,2019-06-30
MAHI AT MUJPUR,GUJARAT,MAHI,7.7,,,,,,1864,2019-06-30
"MAHI AT BADNAWAR, M.P.","MADHYA
PRADESH",MAHI,8.0,,,,,,1233,2019-06-30
MAHI AT SEVALIA,GUJARAT,MAHI,7.6,,,,,,4,2019-06-30
MAHI AT VASAD,GUJARAT,MAHI,7.6,,,,,,5,2019-06-30
"MAHI NEAR RAJASTHAN
BORDER AT KADANA DAM,",GUJARAT,MAHI,7.5,,,,,,1229,2019-06-30
"MAHI AFTER CONF. WITH
ANAS AT PARDI
(BANASWADA),",GUJARAT,MAHI,7.8,,,,,,1230,2019-06-30
"MAHI AT VIRPUR,",GUJARAT,MAHI,7.5,,,,,,1231,2019-06-30
MAHI AT UMETA BRIDGE,GUJARAT,MAHI,7.8,,,,,,1863,2019-06-30
MAHI AT SHERKHI BRIDGE,GUJARAT,MAHI,7.2,,,,,,3206,2019-06-30
"MAHI AT RANISINGH VILLAGE,
RATLAM, UJJAIN","MADHYA
PRADESH",MAHI,7.4,,,,,,3318,2019-06-30
"ANAS RIVER NEAR ROAD
BRIDGE JHABUA","MADHYA
PRADESH",ANAS,7.8,,,,,,3848,2019-06-30
"ANAS AT DAHOD,
(KUSHALGARH), DIST.
PANCHMAHAL",GUJARAT,ANAS,7.5,,,,,,1228,2019-06-30
MALEI AT JAORA,"MADHYA
PRADESH",MALEI,7.2,,,,,,2104,2019-06-30
"SHIVNA AT RAMGHAT,
MANDSAUR","MADHYA
PRADESH",SHIVNA,7.4,,,,,,2102,2019-06-30
"PANAM AT LUNAWADA,",GUJARAT,PANAM,7.4,,,,,,1227,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SABARMATI AT KHEROJ
BRIDGE,",GUJARAT,SABARMATI,7.5,,,,,,1221,2019-06-30
"SABARMATI AFTER CONF.
WITH MESHWA AT VAUTHA
(NEAR DHOKLA),",GUJARAT,SABARMATI,7.3,,,,,,1223,2019-06-30
"SABARMATI AT RAILWAY
BRIDGE AHMEDABAD,",GUJARAT,SABARMATI,7.4,,,,,,1409,2019-06-30
"SABARMATI RIVER AT
HANSAOL BRIDGE,",GUJARAT,SABARMATI,7.4,,,,,,1866,2019-06-30
SABARMATI AT DHAROI DAM,GUJARAT,SABARMATI,6.1,,,,,,1,2019-06-30
"SABARMATI AT AHMEDABAD
AT V.N. BRIDGE",GUJARAT,SABARMATI,6.9,,,,,,2,2019-06-30
"SABARMATI AT GANDHI
NAGAR CHILODA BRIDGE,
LEKAWADA,",GUJARAT,SABARMATI,7.6,,,,,,1407,2019-06-30
"SABARMATI AT VILL. MIROLI
TALUKA DASCROI,",GUJARAT,SABARMATI,7.2,,,,,,1408,2019-06-30
"SABARMATI AT MAHUDI JAIN
TEMPLE, 150 KM. FORM
ORIGIN,",GUJARAT,SABARMATI,8.3,,,,,,1482,2019-06-30
"DHAROI DAM, DIST.
MEHSANA.",GUJARAT,DHAROI,7.7,,,,,,2075,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"NARMADA AT MANDLA NEAR
ROAD BDG. M.P.","MADHYA
PRADESH",NARMADA,7.3,,,,,,1241,2019-06-30
NARMADA AT NARSINGHPUR,"MADHYA
PRADESH",NARMADA,7.2,,,,,,1240,2019-06-30
NARMADA AT NEMAWAR,"MADHYA
PRADESH",NARMADA,7.3,,,,,,2106,2019-06-30
"NARMADA AT
MANDLESHWAR","MADHYA
PRADESH",NARMADA,7.6,,,,,,45,2019-06-30
"NARMADA AT BADWANI,","MADHYA
PRADESH",NARMADA,7.8,,,,,,1239,2019-06-30
"NARMADA AT MAHESHWAR,","MADHYA
PRADESH",NARMADA,7.8,,,,,,1431,2019-06-30
"NARMADA LALPUR, JABALPUR","MADHYA
PRADESH",NARMADA,7.3,,,,,,2099,2019-06-30
"NARMADA AT HOSHANGABAD
U S M.P.","MADHYA
PRADESH",NARMADA,7.4,,,,,,1234,2019-06-30
"NARMADA NEAR MORTAKKA
BRIDGE, BADWAH","MADHYA
PRADESH",NARMADA,7.9,,,,,,2112,2019-06-30
NARMADA AT SETHANIGHAT,"MADHYA
PRADESH",NARMADA,7.7,,,,,,44,2019-06-30
"NARMADA AT HOSHANGABAD
D S M.P.","MADHYA
PRADESH",NARMADA,7.4,,,,,,1235,2019-06-30
"NARMADA NEAR PUNASA
DAM, PUNASA","MADHYA
PRADESH",NARMADA,7.9,,,,,,2113,2019-06-30
"NARMADA AT D S OF
OMKARESHWAR M.P.","MADHYA
PRADESH",NARMADA,7.9,,,,,,1430,2019-06-30
"NARMADA AT MANDLA, NEAR
SHAMSHANGHAT, JABALPUR","MADHYA
PRADESH",NARMADA,7.2,,,,,,3322,2019-06-30
"NARMADA AT LALPUR, NEAR
WATER SUPPLY INTAKE POINT,
JABALPUR","MADHYA
PRADESH",NARMADA,7.3,,,,,,3323,2019-06-30
"NARMADA AT
PANCHWATIGHAT, BEFORE
MIXING WITH BAWANGANGA
RIVER, JABALPUR","MADHYA
PRADESH",NARMADA,7.2,,,,,,3324,2019-06-30
"NARMADA AT
SARSWATIGHAT, AFTER
MIXING WITH BAWANGANGA
RIVER, JABALPUR","MADHYA
PRADESH",NARMADA,7.1,,,,,,3325,2019-06-30
"NARMADA RIVER AT D/S OF
KAPILDHARA","MADHYA
PRADESH",NARMADA,7.6,,,,,,2118,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"NARMADA AT KORIGHAT
HOSHANGABAD","MADHYA
PRADESH",NARMADA,8.0,,,,,,2123,2019-06-30
"SIMRAR AT KATNI NEAR ACC
W/S INTAKE POINT, JABALPUR","MADHYA
PRADESH",SIMRAR,7.4,,,,,,3326,2019-06-30
"HIRAN, NH 7 ROAD BRIDGE,
SIHORA, DIST JABALPUR","MADHYA
PRADESH",HIRAN,7.2,,,,,,3828,2019-06-30
"HIRAN, NH -12 ROAD BRIDGE
VIL VIKRAMPUR ,DIST
NARSINGPUR","MADHYA
PRADESH",HIRAN,7.0,,,,,,3829,2019-06-30
"NARMADA RIVER AT
DHARAMPURI","MADHYA
PRADESH",NARMADA,7.5,,,,,,3847,2019-06-30
NARMADA AT GARUDESHWAR,GUJARAT,NARMADA,7.5,,,,,,7,2019-06-30
"NARMADA AT PANETHA,",GUJARAT,NARMADA,7.6,,,,,,1244,2019-06-30
"NARMADA AT CHANDOD,",GUJARAT,NARMADA,7.0,,,,,,1245,2019-06-30
"NARMADA AT ZANOR (NTPC),
BHARUCH",GUJARAT,NARMADA,7.6,,,,,,1981,2019-06-30
"NARMADA AT BHARUCH,
ZADESHVAR,",GUJARAT,NARMADA,7.7,,,,,,1243,2019-06-30
"TAPI AT NEPA NAGAR 100
METRE D/S AFTER MIXING
PANDHAR NALLA","MADHYA
PRADESH",TAPI,7.8,,,,,,2115,2019-06-30
TAPI AT NEPANAGAR,"MADHYA
PRADESH",TAPI,7.8,,,,,,9,2019-06-30
TAPI AT BURHANPUR,"MADHYA
PRADESH",TAPI,8.0,,,,,,10,2019-06-30
TAPI AT HATNUR M.P.,"MADHYA
PRADESH",TAPI,7.8,,,,,,1250,2019-06-30
"TAPI AT AJAND VILLAGE,
RAVER, JALGAON",MAHARASHTRA,TAPI,6.2,,,,,,1313,2019-06-30
"RANGAVALI D/S OF NAVAPUR,
NANDURBAR",MAHARASHTRA,RANGAVALI,6.5,,,,,,1907,2019-06-30
"TAPI AT UBAD
VILLAGE,SHAHADA,
NANDURBAR",MAHARASHTRA,TAPI,6.3,,,,,,1314,2019-06-30
"TAPI AT BHUSAWAL U/S,
BHUSAWAL RAILWAY
COLONY, BHUSAWAL,
JALGAON",MAHARASHTRA,TAPI,6.3,,,,,,1251,2019-06-30
"TAPI AT UKAI, SHERULA
BRIDGE",GUJARAT,TAPI,7.2,,,,,,46,2019-06-30
"TAPI AT MANDAVI,",GUJARAT,TAPI,7.4,,,,,,1247,2019-06-30
"TAPI RIVER NEAR BARDOLI
(KAPP BRIDGE) BARDOLI",GUJARAT,TAPI,7.3,,,,,,1983,2019-06-30
"TAPI AT KATHORE, (NH-8
BRIDGE)",GUJARAT,TAPI,7.4,,,,,,47,2019-06-30
"TAPI AT SURAT U/S KATHORE,",GUJARAT,TAPI,7.3,,,,,,1248,2019-06-30
"TAPI AT RANDER BRIDGE,
SURAT",GUJARAT,TAPI,7.2,,,,,,1982,2019-06-30
"TAPI RIVER AT ONGC BRIDGE
AT SURAT, DIST. SURAT",GUJARAT,TAPI,6.9,,,,,,2071,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"KIM RIVER AT SAHOL BRIDGE,
OLPAD HANSOT ROAD, DIST.
SURAT",GUJARAT,KIM,7.3,,,,,,2070,2019-06-30
"DENWA NEAR SARNI, ROAD
BRIDGE","MADHYA
PRADESH",DENWA,7.9,,,,,,2127,2019-06-30
"AMRAVATI AT VILLAGE
DADHAL , TA ANKLESHWAR,
BHARUCH",GUJARAT,AMRAVATI,7.7,,,,,,3203,2019-06-30
"AMRAVATI RIVER D/S OF
DONDAICHA, DHULE, DHULE",MAHARASHTRA,AMRAVATI,7.9,,,,,,2652,2019-06-30
"BORI RIVER D/S OF AMALNER,
JALGAON, JALGAON",MAHARASHTRA,BORI,7.2,,,,,,2658,2019-06-30
"BURAI RIVER BEFORE
CONFLUECE TO TAPI RIVER,
MUKUDAS, DHULE",MAHARASHTRA,BURAI,7.4,,,,,,2659,2019-06-30
GIRNA AT JALGAON,MAHARASHTRA,GIRNA,7.2,,,,,,1252,2019-06-30
"GIRNA AT MALEGAON
(MANMAD), NASHIK",MAHARASHTRA,GIRNA,7.3,,,,,,1253,2019-06-30
"GOMAI RIVER D/S OF
SHAHADA, DHULE",MAHARASHTRA,GOMAI,7.8,,,,,,2666,2019-06-30
"HIWARA RIVER D/S OF
PACHORA, JALGAON",MAHARASHTRA,HIWARA,7.1,,,,,,2667,2019-06-30
"MOR RIVER NEAR PADALSHE,
JALGAON",MAHARASHTRA,MOR,7.1,,,,,,2674,2019-06-30
"MORNA RIVER AT D/S
RAILWAY BRIDGE, AKOLA,
AKOLA , AKOLA",MAHARASHTRA,MORNA,7.6,,,,,,2675,2019-06-30
"PANZARA RIVER NEAR
PANZARAKAN SSK LTD,
PANZARA, DHULE",MAHARASHTRA,PANZARA,7.2,,,,,,2684,2019-06-30
"PEDHI RIVER NEAR ROAD
BRIDGE AT DADHI-PEDHI
VILLAGE, BHATKULI,",MAHARASHTRA,PEDHI,7.8,,,,,,2695,2019-06-30
"PURNA AT DHUPESHWAR,
MALKAPUR, AKOLA",MAHARASHTRA,PURNA,7.8,,,,,,1913,2019-06-30
"PURNA RIVER NEAR
ACHALPUR-AMRAVATI ROAD
BRIDGE, ASEGAON, CHANDUR
BAZAR, AMRAVATI",MAHARASHTRA,PURNA,7.4,,,,,,2700,2019-06-30
"PURNA RIVER A/C OF MORNA,
ANDURA VILLAGE, BALAPUR,",MAHARASHTRA,PURNA,7.8,,,,,,2155,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"MAHANADI AT SIHAWA,
CHHATISGARH.",CHHATTISGARH,MAHANADI,7.2,,,,,,1851,2019-06-30
